frame,arxiv,doi,year,neg_sites,neg_values,neg_attributed,pos_sites,pos_values,pos_attributed,frac_sites,frac_attributed,frac_indexed,spurfrac_sites,spurfrac_attributed,spurfrac_indexed,spurious_terms,successor_criteria
B,2502.09373,10.3847/1538-4357/adce09,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2502.12251,10.3847/1538-4365/adb8de,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2502.17319,10.1051/0004-6361/202554131,2025,0,,0,0,,0,0,0,0,0,0,0,1,ipd_gof
B,2502.17610,10.3847/1538-3881/adba5f,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2503.02657,10.3847/1538-4357/adfbe6,2025,0,,0,0,,0,0,0,0,1,0,0,0,ruwe
A,2503.05160,10.1093/mnras/staf711,2025,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2503.07241,10.1051/0004-6361/202553969,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2503.08286,10.1093/mnras/staf083,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2503.08583,10.3847/2041-8213/adce04,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2503.13280,10.3847/2041-8213/adbe60,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2503.14605,10.3847/1538-4357/ae073c,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2503.15472,10.3847/1538-3881/adc117,2025,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise
A,2503.19536,10.1051/0004-6361/202553814,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2503.19997,10.1088/1674-4527/adc6da,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2504.03303,10.1051/0004-6361/202451690,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2504.05480,10.1093/mnras/staf418,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2504.06362,10.1093/mnras/staf584,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2504.06415,10.3847/1538-4357/ae31eb,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2504.06973,10.1051/0004-6361/202452504,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2504.07569,10.33232/001c.142887,2025,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2504.11528,10.33232/001c.138448,2025,0,,0,0,,0,0,0,0,0,0,0,3,ruwe|sigma5d
A,2504.13997,10.3847/1538-3881/adcec9,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2504.19616,10.1051/0004-6361/202553819,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2504.19866,10.1051/0004-6361/202554129,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2504.20475,10.1051/0004-6361/202453125,2025,0,,0,0,,0,0,0,0,1,0,0,0,
B,2505.01470,10.1002/asna.70005,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2505.03085,10.3847/1538-4357/add32b,2025,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2505.03716,10.1093/mnras/staf1490,2025,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2505.04106,10.1093/mnras/staf759,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2505.04398,10.3847/1538-4357/add405,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2505.08109,10.3847/1538-4365/ae315a,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2505.10123,10.1051/0004-6361/202555523,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2505.12563,10.3847/1538-3881/add922,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2505.12895,10.1051/0004-6361/202554532,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2505.12945,10.1093/mnras/staf825,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2506.00493,10.1051/0004-6361/202554633,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2506.02763,10.3847/1538-4365/add016,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2506.02956,10.1093/mnras/staf1391,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2506.05094,10.1093/mnras/staf937,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2506.07499,10.3847/1538-3881/add7d3,2025,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2506.07845,10.3847/1538-3881/ade4b9,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2506.16513,10.1088/1538-3873/adfb30,2025,0,,0,2,5,0,0,0,0,0,0,0,0,ruwe|sigma5d
B,2506.17861,10.3847/1538-3881/adf6db,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2506.18708,10.1051/0004-6361/202452614,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2506.18961,10.3847/1538-4365/ae0acb,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2506.19933,10.3847/1538-4357/ade803,2025,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise|ruwe
B,2506.21768,10.3847/1538-3881/ade442,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2506.22399,10.1093/mnras/staf1072,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2506.22635,10.1051/0004-6361/202553855,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2507.01798,10.1038/s41550-025-02591-x,2025,0,,0,0,,0,0,0,0,0,0,0,0,gof_al
B,2507.01855,10.3847/1538-4365/aded0d,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2507.08266,10.3847/1538-4357/ae03a7,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2507.09622,10.1051/0004-6361/202556362,2025,0,,0,1,10,0,0,0,0,0,0,0,0,ruwe
B,2507.13177,10.3847/1538-4357/ae0190,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2507.13783,10.1051/0004-6361/202556483,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2507.14433,10.3847/1538-4357/adef40,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2507.15924,10.3847/1538-4357/adf2ac,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2507.15936,10.3847/1538-4357/ae0cb9,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2507.19273,10.3847/1538-3881/adec79,2025,0,,0,0,,0,0,0,0,0,0,0,0,gof_al|ruwe
A,2508.01127,10.1051/0004-6361/202555477,2025,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2508.01596,10.1051/0004-6361/202453082,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2508.03019,10.3847/1538-4365/aded16,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2508.05233,10.1051/0004-6361/202556713,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2508.08364,10.3847/1538-4357/adfa1c,2025,0,,0,1,5,1,0,0,0,0,0,0,0,ipd_gof|ruwe|sigma5d
B,2508.08374,10.3847/1538-4365/adfa99,2025,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2508.08699,10.1051/0004-6361/202555485,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2508.09845,10.1051/0004-6361/202555348,2025,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise|ipd_gof|ruwe
A,2508.14875,10.1093/mnras/staf1409,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2508.16421,10.3847/1538-4357/ae03a5,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2508.16717,10.3847/1538-4357/adff75,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2508.19509,10.3847/1538-4357/ae071c,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2509.01933,10.1051/0004-6361/202553834,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2509.03361,10.3847/1538-3881/ae1833,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2509.04555,10.1088/1538-3873/ae11d2,2025,0,,0,1,5,0,0,0,0,0,0,0,0,sigma5d
B,2509.09348,10.1051/0004-6361/202556494,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2509.11565,10.3847/1538-3881/ae070b,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2509.13412,10.1051/0004-6361/202555884,2025,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
B,2509.13413,10.3847/2041-8213/ae286c,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2509.19492,10.3847/1538-3881/ae16a2,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2509.21643,10.1038/s41550-026-02816-7,2025,0,,0,1,14,0,0,0,0,0,0,0,0,
B,2509.22770,10.1051/0004-6361/202556420,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2509.26132,10.1051/0004-6361/202556201,2025,0,,0,1,100,0,0,0,0,0,0,0,0,
B,2510.00102,10.3847/2041-8213/ae2bfa,2025,0,,0,0,,0,0,0,0,0,0,0,0,
B,2510.02509,10.1051/0004-6361/202555940,2025,0,,0,1,58,0,0,0,0,0,0,0,0,ruwe
A,2510.08390,10.3847/1538-3881/ae119c,2025,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2510.13288,10.1134/s1063772925702488,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2510.14927,10.1051/0004-6361/202555684,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2510.18343,10.1051/0004-6361/202557781,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2510.19810,10.3390/astronomy4040020,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2511.02539,10.1051/0004-6361/202557314,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2511.04673,10.3847/1538-3881/ae21de,2025,0,,0,0,,0,0,0,0,1,0,0,0,ruwe
A,2511.07554,10.3847/1538-4357/ae0a52,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2511.15610,10.3847/2041-8213/ae21c5,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2511.20923,10.3847/1538-3881/ae230f,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2511.23368,10.33232/001c.155625,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2512.02116,10.1088/1538-3873/ae3b75,2025,0,,0,0,,0,0,0,0,0,0,0,1,
B,2512.02135,10.3847/1538-4357/ae274e,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2512.08932,10.3847/1538-4357/ae4c5e,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2512.10616,10.1051/0004-6361/202557529,2025,0,,0,0,,0,0,0,0,0,0,0,0,
A,2512.25002,10.3847/1538-3881/ae2757,2025,0,,0,0,,0,0,0,0,0,0,0,0,gof_al|ruwe
A,2601.02054,10.1093/mnras/stag020,2026,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2601.02250,10.1051/0004-6361/202558123,2026,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2601.03810,10.1051/0004-6361/202557949,2026,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2601.05006,10.3847/1538-4357/ae3682,2026,0,,0,0,,0,0,0,0,0,0,0,0,
B,2601.05387,10.3847/1538-3881/ae2fe7,2026,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2601.07184,10.1051/0004-6361/202557920,2026,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2601.09671,10.3847/1538-4357/ae3963,2026,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2601.10099,10.3847/1538-4357/ae2acd,2026,0,,0,0,,0,0,0,0,0,0,0,0,
B,2601.11191,10.1051/0004-6361/202557071,2025,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2601.14367,10.3847/1538-3881/ae3c11,2026,0,,0,1,10,0,0,0,0,0,0,0,0,ruwe
B,2601.19870,10.3847/2041-8213/adf06f,2026,0,,0,0,,0,0,0,0,0,0,0,0,
A,2602.02910,10.1051/0004-6361/202555598,2025,0,,0,0,,0,0,0,0,0,0,0,0,excess_noise|gof_al|ipd_gof|ruwe|sigma5d|visibility
B,2602.04661,10.1051/0004-6361/202558768,2026,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
B,2602.04964,10.1093/mnras/stag246,2026,0,,0,0,,0,0,0,0,0,0,0,0,
B,2602.20096,10.3847/1538-3881/ae48ae,2026,0,,0,2,10,0,0,0,0,0,0,0,3,ipd_gof|ruwe
A,2603.00229,10.3847/1538-4365/ae4fbb,2026,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2603.02327,10.1051/0004-6361/202558003,2026,0,,0,1,5,1,0,0,0,0,0,0,0,ipd_gof|ruwe
A,2603.10481,10.3847/1538-4357/ae4fb5,2026,0,,0,1,5,0,0,0,0,0,0,0,0,ipd_gof
A,2603.11994,10.3847/1538-3881/ae46a2,2026,0,,0,0,,0,0,0,0,0,0,0,0,ruwe
A,2603.25787,10.3847/1538-3881/ae7f02,2026,0,,0,0,,0,0,0,0,0,0,0,0,ipd_gof|ruwe
